nursery,parents,has_nurs,form,children,housing,finance,social,health,class
n6723,pretentious,improper,foster,1,less_conv,convenient,problematic,not_recom,not_recom
n6724,pretentious,improper,foster,1,less_conv,inconv,nonprob,recommended,priority
n6725,pretentious,improper,foster,1,less_conv,inconv,nonprob,priority,spec_prior
n6726,pretentious,improper,foster,1,less_conv,inconv,nonprob,not_recom,not_recom
n6727,pretentious,improper,foster,1,less_conv,inconv,slightly_prob,recommended,priority
n6728,pretentious,improper,foster,1,less_conv,inconv,slightly_prob,priority,spec_prior
n6729,pretentious,improper,foster,1,less_conv,inconv,slightly_prob,not_recom,not_recom
n6730,pretentious,improper,foster,1,less_conv,inconv,problematic,recommended,spec_prior
n6731,pretentious,improper,foster,1,less_conv,inconv,problematic,priority,spec_prior
n6732,pretentious,improper,foster,1,less_conv,inconv,problematic,not_recom,not_recom
n6733,pretentious,improper,foster,1,critical,convenient,nonprob,recommended,priority
n6734,pretentious,improper,foster,1,critical,convenient,nonprob,priority,spec_prior
n6735,pretentious,improper,foster,1,critical,convenient,nonprob,not_recom,not_recom
n6736,pretentious,improper,foster,1,critical,convenient,slightly_prob,recommended,priority
n6737,pretentious,improper,foster,1,critical,convenient,slightly_prob,priority,spec_prior
n6738,pretentious,improper,foster,1,critical,convenient,slightly_prob,not_recom,not_recom
n6739,pretentious,improper,foster,1,critical,convenient,problematic,recommended,spec_prior
n6740,pretentious,improper,foster,1,critical,convenient,problematic,priority,spec_prior
n6741,pretentious,improper,foster,1,critical,convenient,problematic,not_recom,not_recom
n6742,pretentious,improper,foster,1,critical,inconv,nonprob,recommended,priority
n6743,pretentious,improper,foster,1,critical,inconv,nonprob,priority,spec_prior
n6744,pretentious,improper,foster,1,critical,inconv,nonprob,not_recom,not_recom
n6745,pretentious,improper,foster,1,critical,inconv,slightly_prob,recommended,priority
n6746,pretentious,improper,foster,1,critical,inconv,slightly_prob,priority,spec_prior
n6747,pretentious,improper,foster,1,critical,inconv,slightly_prob,not_recom,not_recom
n6748,pretentious,improper,foster,1,critical,inconv,problematic,recommended,spec_prior
n6749,pretentious,improper,foster,1,critical,inconv,problematic,priority,spec_prior
n6750,pretentious,improper,foster,1,critical,inconv,problematic,not_recom,not_recom
n6751,pretentious,improper,foster,2,convenient,convenient,nonprob,recommended,priority
n6752,pretentious,improper,foster,2,convenient,convenient,nonprob,priority,priority
n6753,pretentious,improper,foster,2,convenient,convenient,nonprob,not_recom,not_recom
n6754,pretentious,improper,foster,2,convenient,convenient,slightly_prob,recommended,priority
n6755,pretentious,improper,foster,2,convenient,convenient,slightly_prob,priority,priority
n6756,pretentious,improper,foster,2,convenient,convenient,slightly_prob,not_recom,not_recom
n6757,pretentious,improper,foster,2,convenient,convenient,problematic,recommended,priority
n6758,pretentious,improper,foster,2,convenient,convenient,problematic,priority,priority
n6759,pretentious,improper,foster,2,convenient,convenient,problematic,not_recom,not_recom
n6760,pretentious,improper,foster,2,convenient,inconv,nonprob,recommended,priority
n6761,pretentious,improper,foster,2,convenient,inconv,nonprob,priority,spec_prior
n6762,pretentious,improper,foster,2,convenient,inconv,nonprob,not_recom,not_recom
n6763,pretentious,improper,foster,2,convenient,inconv,slightly_prob,recommended,priority
n6764,pretentious,improper,foster,2,convenient,inconv,slightly_prob,priority,spec_prior
n6765,pretentious,improper,foster,2,convenient,inconv,slightly_prob,not_recom,not_recom
n6766,pretentious,improper,foster,2,convenient,inconv,problematic,recommended,spec_prior
n6767,pretentious,improper,foster,2,convenient,inconv,problematic,priority,spec_prior
n6768,pretentious,improper,foster,2,convenient,inconv,problematic,not_recom,not_recom
n6769,pretentious,improper,foster,2,less_conv,convenient,nonprob,recommended,priority
n6770,pretentious,improper,foster,2,less_conv,convenient,nonprob,priority,spec_prior
n6771,pretentious,improper,foster,2,less_conv,convenient,nonprob,not_recom,not_recom
n6772,pretentious,improper,foster,2,less_conv,convenient,slightly_prob,recommended,priority
n6773,pretentious,improper,foster,2,less_conv,convenient,slightly_prob,priority,spec_prior
n6774,pretentious,improper,foster,2,less_conv,convenient,slightly_prob,not_recom,not_recom
n6775,pretentious,improper,foster,2,less_conv,convenient,problematic,recommended,spec_prior
n6776,pretentious,improper,foster,2,less_conv,convenient,problematic,priority,spec_prior
n6777,pretentious,improper,foster,2,less_conv,convenient,problematic,not_recom,not_recom
n6778,pretentious,improper,foster,2,less_conv,inconv,nonprob,recommended,priority
n6779,pretentious,improper,foster,2,less_conv,inconv,nonprob,priority,spec_prior
n6780,pretentious,improper,foster,2,less_conv,inconv,nonprob,not_recom,not_recom
n6781,pretentious,improper,foster,2,less_conv,inconv,slightly_prob,recommended,priority
n6782,pretentious,improper,foster,2,less_conv,inconv,slightly_prob,priority,spec_prior
n6783,pretentious,improper,foster,2,less_conv,inconv,slightly_prob,not_recom,not_recom
n6784,pretentious,improper,foster,2,less_conv,inconv,problematic,recommended,spec_prior
n6785,pretentious,improper,foster,2,less_conv,inconv,problematic,priority,spec_prior
n6786,pretentious,improper,foster,2,less_conv,inconv,problematic,not_recom,not_recom
n6787,pretentious,improper,foster,2,critical,convenient,nonprob,recommended,priority
n6788,pretentious,improper,foster,2,critical,convenient,nonprob,priority,spec_prior
n6789,pretentious,improper,foster,2,critical,convenient,nonprob,not_recom,not_recom
n6790,pretentious,improper,foster,2,critical,convenient,slightly_prob,recommended,priority
n6791,pretentious,improper,foster,2,critical,convenient,slightly_prob,priority,spec_prior
n6792,pretentious,improper,foster,2,critical,convenient,slightly_prob,not_recom,not_recom
n6793,pretentious,improper,foster,2,critical,convenient,problematic,recommended,spec_prior
n6794,pretentious,improper,foster,2,critical,convenient,problematic,priority,spec_prior
n6795,pretentious,improper,foster,2,critical,convenient,problematic,not_recom,not_recom
n6796,pretentious,improper,foster,2,critical,inconv,nonprob,recommended,priority
n6797,pretentious,improper,foster,2,critical,inconv,nonprob,priority,spec_prior
n6798,pretentious,improper,foster,2,critical,inconv,nonprob,not_recom,not_recom
n6799,pretentious,improper,foster,2,critical,inconv,slightly_prob,recommended,priority
n6800,pretentious,improper,foster,2,critical,inconv,slightly_prob,priority,spec_prior
n6801,pretentious,improper,foster,2,critical,inconv,slightly_prob,not_recom,not_recom
n6802,pretentious,improper,foster,2,critical,inconv,problematic,recommended,spec_prior
n6803,pretentious,improper,foster,2,critical,inconv,problematic,priority,spec_prior
n6804,pretentious,improper,foster,2,critical,inconv,problematic,not_recom,not_recom
n6805,pretentious,improper,foster,3,convenient,convenient,nonprob,recommended,priority
n6806,pretentious,improper,foster,3,convenient,convenient,nonprob,priority,priority
n6807,pretentious,improper,foster,3,convenient,convenient,nonprob,not_recom,not_recom
n6808,pretentious,improper,foster,3,convenient,convenient,slightly_prob,recommended,priority
n6809,pretentious,improper,foster,3,convenient,convenient,slightly_prob,priority,priority
n6810,pretentious,improper,foster,3,convenient,convenient,slightly_prob,not_recom,not_recom
n6811,pretentious,improper,foster,3,convenient,convenient,problematic,recommended,priority
n6812,pretentious,improper,foster,3,convenient,convenient,problematic,priority,priority
n6813,pretentious,improper,foster,3,convenient,convenient,problematic,not_recom,not_recom
n6814,pretentious,improper,foster,3,convenient,inconv,nonprob,recommended,priority
n6815,pretentious,improper,foster,3,convenient,inconv,nonprob,priority,spec_prior
n6816,pretentious,improper,foster,3,convenient,inconv,nonprob,not_recom,not_recom
n6817,pretentious,improper,foster,3,convenient,inconv,slightly_prob,recommended,priority
n6818,pretentious,improper,foster,3,convenient,inconv,slightly_prob,priority,spec_prior
n6819,pretentious,improper,foster,3,convenient,inconv,slightly_prob,not_recom,not_recom
n6820,pretentious,improper,foster,3,convenient,inconv,problematic,recommended,spec_prior
n6821,pretentious,improper,foster,3,convenient,inconv,problematic,priority,spec_prior
n6822,pretentious,improper,foster,3,convenient,inconv,problematic,not_recom,not_recom
n6823,pretentious,improper,foster,3,less_conv,convenient,nonprob,recommended,priority
n6824,pretentious,improper,foster,3,less_conv,convenient,nonprob,priority,spec_prior
n6825,pretentious,improper,foster,3,less_conv,convenient,nonprob,not_recom,not_recom
n6826,pretentious,improper,foster,3,less_conv,convenient,slightly_prob,recommended,priority
n6827,pretentious,improper,foster,3,less_conv,convenient,slightly_prob,priority,spec_prior
n6828,pretentious,improper,foster,3,less_conv,convenient,slightly_prob,not_recom,not_recom
n6829,pretentious,improper,foster,3,less_conv,convenient,problematic,recommended,spec_prior
n6830,pretentious,improper,foster,3,less_conv,convenient,problematic,priority,spec_prior
n6831,pretentious,improper,foster,3,less_conv,convenient,problematic,not_recom,not_recom
n6832,pretentious,improper,foster,3,less_conv,inconv,nonprob,recommended,priority
n6833,pretentious,improper,foster,3,less_conv,inconv,nonprob,priority,spec_prior
n6834,pretentious,improper,foster,3,less_conv,inconv,nonprob,not_recom,not_recom
n6835,pretentious,improper,foster,3,less_conv,inconv,slightly_prob,recommended,priority
n6836,pretentious,improper,foster,3,less_conv,inconv,slightly_prob,priority,spec_prior
n6837,pretentious,improper,foster,3,less_conv,inconv,slightly_prob,not_recom,not_recom
n6838,pretentious,improper,foster,3,less_conv,inconv,problematic,recommended,spec_prior
n6839,pretentious,improper,foster,3,less_conv,inconv,problematic,priority,spec_prior
n6840,pretentious,improper,foster,3,less_conv,inconv,problematic,not_recom,not_recom
n6841,pretentious,improper,foster,3,critical,convenient,nonprob,recommended,priority
n6842,pretentious,improper,foster,3,critical,convenient,nonprob,priority,spec_prior
n6843,pretentious,improper,foster,3,critical,convenient,nonprob,not_recom,not_recom
n6844,pretentious,improper,foster,3,critical,convenient,slightly_prob,recommended,priority
n6845,pretentious,improper,foster,3,critical,convenient,slightly_prob,priority,spec_prior
n6846,pretentious,improper,foster,3,critical,convenient,slightly_prob,not_recom,not_recom
n6847,pretentious,improper,foster,3,critical,convenient,problematic,recommended,spec_prior
n6848,pretentious,improper,foster,3,critical,convenient,problematic,priority,spec_prior
n6849,pretentious,improper,foster,3,critical,convenient,problematic,not_recom,not_recom
n6850,pretentious,improper,foster,3,critical,inconv,nonprob,recommended,priority
n6851,pretentious,improper,foster,3,critical,inconv,nonprob,priority,spec_prior
n6852,pretentious,improper,foster,3,critical,inconv,nonprob,not_recom,not_recom
n6853,pretentious,improper,foster,3,critical,inconv,slightly_prob,recommended,priority
n6854,pretentious,improper,foster,3,critical,inconv,slightly_prob,priority,spec_prior
n6855,pretentious,improper,foster,3,critical,inconv,slightly_prob,not_recom,not_recom
n6856,pretentious,improper,foster,3,critical,inconv,problematic,recommended,spec_prior
n6857,pretentious,improper,foster,3,critical,inconv,problematic,priority,spec_prior
n6858,pretentious,improper,foster,3,critical,inconv,problematic,not_recom,not_recom
n6859,pretentious,improper,foster,more,convenient,convenient,nonprob,recommended,priority
n6860,pretentious,improper,foster,more,convenient,convenient,nonprob,priority,priority
n6861,pretentious,improper,foster,more,convenient,convenient,nonprob,not_recom,not_recom
n6862,pretentious,improper,foster,more,convenient,convenient,slightly_prob,recommended,priority
n6863,pretentious,improper,foster,more,convenient,convenient,slightly_prob,priority,priority
n6864,pretentious,improper,foster,more,convenient,convenient,slightly_prob,not_recom,not_recom
n6865,pretentious,improper,foster,more,convenient,convenient,problematic,recommended,priority
n6866,pretentious,improper,foster,more,convenient,convenient,problematic,priority,priority
n6867,pretentious,improper,foster,more,convenient,convenient,problematic,not_recom,not_recom
n6868,pretentious,improper,foster,more,convenient,inconv,nonprob,recommended,priority
n6869,pretentious,improper,foster,more,convenient,inconv,nonprob,priority,spec_prior
n6870,pretentious,improper,foster,more,convenient,inconv,nonprob,not_recom,not_recom
n6871,pretentious,improper,foster,more,convenient,inconv,slightly_prob,recommended,priority
n6872,pretentious,improper,foster,more,convenient,inconv,slightly_prob,priority,spec_prior
n6873,pretentious,improper,foster,more,convenient,inconv,slightly_prob,not_recom,not_recom
n6874,pretentious,improper,foster,more,convenient,inconv,problematic,recommended,spec_prior
n6875,pretentious,improper,foster,more,convenient,inconv,problematic,priority,spec_prior
n6876,pretentious,improper,foster,more,convenient,inconv,problematic,not_recom,not_recom
n6877,pretentious,improper,foster,more,less_conv,convenient,nonprob,recommended,priority
n6878,pretentious,improper,foster,more,less_conv,convenient,nonprob,priority,spec_prior
n6879,pretentious,improper,foster,more,less_conv,convenient,nonprob,not_recom,not_recom
n6880,pretentious,improper,foster,more,less_conv,convenient,slightly_prob,recommended,priority
n6881,pretentious,improper,foster,more,less_conv,convenient,slightly_prob,priority,spec_prior
n6882,pretentious,improper,foster,more,less_conv,convenient,slightly_prob,not_recom,not_recom
n6883,pretentious,improper,foster,more,less_conv,convenient,problematic,recommended,spec_prior
n6884,pretentious,improper,foster,more,less_conv,convenient,problematic,priority,spec_prior
n6885,pretentious,improper,foster,more,less_conv,convenient,problematic,not_recom,not_recom
n6886,pretentious,improper,foster,more,less_conv,inconv,nonprob,recommended,priority
n6887,pretentious,improper,foster,more,less_conv,inconv,nonprob,priority,spec_prior
n6888,pretentious,improper,foster,more,less_conv,inconv,nonprob,not_recom,not_recom
n6889,pretentious,improper,foster,more,less_conv,inconv,slightly_prob,recommended,priority
n6890,pretentious,improper,foster,more,less_conv,inconv,slightly_prob,priority,spec_prior
n6891,pretentious,improper,foster,more,less_conv,inconv,slightly_prob,not_recom,not_recom
n6892,pretentious,improper,foster,more,less_conv,inconv,problematic,recommended,spec_prior
n6893,pretentious,improper,foster,more,less_conv,inconv,problematic,priority,spec_prior
n6894,pretentious,improper,foster,more,less_conv,inconv,problematic,not_recom,not_recom
n6895,pretentious,improper,foster,more,critical,convenient,nonprob,recommended,priority
n6896,pretentious,improper,foster,more,critical,convenient,nonprob,priority,spec_prior
n6897,pretentious,improper,foster,more,critical,convenient,nonprob,not_recom,not_recom
n6898,pretentious,improper,foster,more,critical,convenient,slightly_prob,recommended,priority
n6899,pretentious,improper,foster,more,critical,convenient,slightly_prob,priority,spec_prior
n6900,pretentious,improper,foster,more,critical,convenient,slightly_prob,not_recom,not_recom
n6901,pretentious,improper,foster,more,critical,convenient,problematic,recommended,spec_prior
n6902,pretentious,improper,foster,more,critical,convenient,problematic,priority,spec_prior
n6903,pretentious,improper,foster,more,critical,convenient,problematic,not_recom,not_recom
n6904,pretentious,improper,foster,more,critical,inconv,nonprob,recommended,priority
n6905,pretentious,improper,foster,more,critical,inconv,nonprob,priority,spec_prior
n6906,pretentious,improper,foster,more,critical,inconv,nonprob,not_recom,not_recom
n6907,pretentious,improper,foster,more,critical,inconv,slightly_prob,recommended,priority
n6908,pretentious,improper,foster,more,critical,inconv,slightly_prob,priority,spec_prior
n6909,pretentious,improper,foster,more,critical,inconv,slightly_prob,not_recom,not_recom
n6910,pretentious,improper,foster,more,critical,inconv,problematic,recommended,spec_prior
n6911,pretentious,improper,foster,more,critical,inconv,problematic,priority,spec_prior
n6912,pretentious,improper,foster,more,critical,inconv,problematic,not_recom,not_recom
n6913,pretentious,critical,complete,1,convenient,convenient,nonprob,recommended,priority
n6914,pretentious,critical,complete,1,convenient,convenient,nonprob,priority,priority
n6915,pretentious,critical,complete,1,convenient,convenient,nonprob,not_recom,not_recom
n6916,pretentious,critical,complete,1,convenient,convenient,slightly_prob,recommended,priority
n6917,pretentious,critical,complete,1,convenient,convenient,slightly_prob,priority,priority
n6918,pretentious,critical,complete,1,convenient,convenient,slightly_prob,not_recom,not_recom
n6919,pretentious,critical,complete,1,convenient,convenient,problematic,recommended,priority
n6920,pretentious,critical,complete,1,convenient,convenient,problematic,priority,priority
n6921,pretentious,critical,complete,1,convenient,convenient,problematic,not_recom,not_recom
n6922,pretentious,critical,complete,1,convenient,inconv,nonprob,recommended,priority
n6923,pretentious,critical,complete,1,convenient,inconv,nonprob,priority,spec_prior
n6924,pretentious,critical,complete,1,convenient,inconv,nonprob,not_recom,not_recom
n6925,pretentious,critical,complete,1,convenient,inconv,slightly_prob,recommended,priority
n6926,pretentious,critical,complete,1,convenient,inconv,slightly_prob,priority,spec_prior
n6927,pretentious,critical,complete,1,convenient,inconv,slightly_prob,not_recom,not_recom
n6928,pretentious,critical,complete,1,convenient,inconv,problematic,recommended,spec_prior
n6929,pretentious,critical,complete,1,convenient,inconv,problematic,priority,spec_prior
n6930,pretentious,critical,complete,1,convenient,inconv,problematic,not_recom,not_recom
n6931,pretentious,critical,complete,1,less_conv,convenient,nonprob,recommended,priority
n6932,pretentious,critical,complete,1,less_conv,convenient,nonprob,priority,spec_prior
n6933,pretentious,critical,complete,1,less_conv,convenient,nonprob,not_recom,not_recom
n6934,pretentious,critical,complete,1,less_conv,convenient,slightly_prob,recommended,priority
n6935,pretentious,critical,complete,1,less_conv,convenient,slightly_prob,priority,spec_prior
n6936,pretentious,critical,complete,1,less_conv,convenient,slightly_prob,not_recom,not_recom
n6937,pretentious,critical,complete,1,less_conv,convenient,problematic,recommended,spec_prior
n6938,pretentious,critical,complete,1,less_conv,convenient,problematic,priority,spec_prior
n6939,pretentious,critical,complete,1,less_conv,convenient,problematic,not_recom,not_recom
n6940,pretentious,critical,complete,1,less_conv,inconv,nonprob,recommended,priority
n6941,pretentious,critical,complete,1,less_conv,inconv,nonprob,priority,spec_prior
n6942,pretentious,critical,complete,1,less_conv,inconv,nonprob,not_recom,not_recom
n6943,pretentious,critical,complete,1,less_conv,inconv,slightly_prob,recommended,priority
n6944,pretentious,critical,complete,1,less_conv,inconv,slightly_prob,priority,spec_prior
n6945,pretentious,critical,complete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
n6946,pretentious,critical,complete,1,less_conv,inconv,problematic,recommended,spec_prior
n6947,pretentious,critical,complete,1,less_conv,inconv,problematic,priority,spec_prior
n6948,pretentious,critical,complete,1,less_conv,inconv,problematic,not_recom,not_recom
n6949,pretentious,critical,complete,1,critical,convenient,nonprob,recommended,priority
n6950,pretentious,critical,complete,1,critical,convenient,nonprob,priority,spec_prior
n6951,pretentious,critical,complete,1,critical,convenient,nonprob,not_recom,not_recom
n6952,pretentious,critical,complete,1,critical,convenient,slightly_prob,recommended,priority
n6953,pretentious,critical,complete,1,critical,convenient,slightly_prob,priority,spec_prior
n6954,pretentious,critical,complete,1,critical,convenient,slightly_prob,not_recom,not_recom
n6955,pretentious,critical,complete,1,critical,convenient,problematic,recommended,spec_prior
n6956,pretentious,critical,complete,1,critical,convenient,problematic,priority,spec_prior
n6957,pretentious,critical,complete,1,critical,convenient,problematic,not_recom,not_recom
n6958,pretentious,critical,complete,1,critical,inconv,nonprob,recommended,priority
n6959,pretentious,critical,complete,1,critical,inconv,nonprob,priority,spec_prior
n6960,pretentious,critical,complete,1,critical,inconv,nonprob,not_recom,not_recom
n6961,pretentious,critical,complete,1,critical,inconv,slightly_prob,recommended,priority
n6962,pretentious,critical,complete,1,critical,inconv,slightly_prob,priority,spec_prior
n6963,pretentious,critical,complete,1,critical,inconv,slightly_prob,not_recom,not_recom
n6964,pretentious,critical,complete,1,critical,inconv,problematic,recommended,spec_prior
n6965,pretentious,critical,complete,1,critical,inconv,problematic,priority,spec_prior
n6966,pretentious,critical,complete,1,critical,inconv,problematic,not_recom,not_recom
n6967,pretentious,critical,complete,2,convenient,convenient,nonprob,recommended,priority
n6968,pretentious,critical,complete,2,convenient,convenient,nonprob,priority,spec_prior
n6969,pretentious,critical,complete,2,convenient,convenient,nonprob,not_recom,not_recom
n6970,pretentious,critical,complete,2,convenient,convenient,slightly_prob,recommended,priority
n6971,pretentious,critical,complete,2,convenient,convenient,slightly_prob,priority,spec_prior
n6972,pretentious,critical,complete,2,convenient,convenient,slightly_prob,not_recom,not_recom
n6973,pretentious,critical,complete,2,convenient,convenient,problematic,recommended,spec_prior
n6974,pretentious,critical,complete,2,convenient,convenient,problematic,priority,spec_prior
n6975,pretentious,critical,complete,2,convenient,convenient,problematic,not_recom,not_recom
n6976,pretentious,critical,complete,2,convenient,inconv,nonprob,recommended,priority
n6977,pretentious,critical,complete,2,convenient,inconv,nonprob,priority,spec_prior
n6978,pretentious,critical,complete,2,convenient,inconv,nonprob,not_recom,not_recom
n6979,pretentious,critical,complete,2,convenient,inconv,slightly_prob,recommended,priority
n6980,pretentious,critical,complete,2,convenient,inconv,slightly_prob,priority,spec_prior
n6981,pretentious,critical,complete,2,convenient,inconv,slightly_prob,not_recom,not_recom
n6982,pretentious,critical,complete,2,convenient,inconv,problematic,recommended,spec_prior
n6983,pretentious,critical,complete,2,convenient,inconv,problematic,priority,spec_prior
n6984,pretentious,critical,complete,2,convenient,inconv,problematic,not_recom,not_recom
n6985,pretentious,critical,complete,2,less_conv,convenient,nonprob,recommended,priority
n6986,pretentious,critical,complete,2,less_conv,convenient,nonprob,priority,spec_prior
n6987,pretentious,critical,complete,2,less_conv,convenient,nonprob,not_recom,not_recom
n6988,pretentious,critical,complete,2,less_conv,convenient,slightly_prob,recommended,priority
n6989,pretentious,critical,complete,2,less_conv,convenient,slightly_prob,priority,spec_prior
n6990,pretentious,critical,complete,2,less_conv,convenient,slightly_prob,not_recom,not_recom
n6991,pretentious,critical,complete,2,less_conv,convenient,problematic,recommended,spec_prior
n6992,pretentious,critical,complete,2,less_conv,convenient,problematic,priority,spec_prior
n6993,pretentious,critical,complete,2,less_conv,convenient,problematic,not_recom,not_recom
n6994,pretentious,critical,complete,2,less_conv,inconv,nonprob,recommended,priority
n6995,pretentious,critical,complete,2,less_conv,inconv,nonprob,priority,spec_prior
n6996,pretentious,critical,complete,2,less_conv,inconv,nonprob,not_recom,not_recom
n6997,pretentious,critical,complete,2,less_conv,inconv,slightly_prob,recommended,priority
n6998,pretentious,critical,complete,2,less_conv,inconv,slightly_prob,priority,spec_prior
n6999,pretentious,critical,complete,2,less_conv,inconv,slightly_prob,not_recom,not_recom
n7000,pretentious,critical,complete,2,less_conv,inconv,problematic,recommended,spec_prior
n7001,pretentious,critical,complete,2,less_conv,inconv,problematic,priority,spec_prior
n7002,pretentious,critical,complete,2,less_conv,inconv,problematic,not_recom,not_recom
n7003,pretentious,critical,complete,2,critical,convenient,nonprob,recommended,spec_prior
n7004,pretentious,critical,complete,2,critical,convenient,nonprob,priority,spec_prior
n7005,pretentious,critical,complete,2,critical,convenient,nonprob,not_recom,not_recom
n7006,pretentious,critical,complete,2,critical,convenient,slightly_prob,recommended,spec_prior
n7007,pretentious,critical,complete,2,critical,convenient,slightly_prob,priority,spec_prior
n7008,pretentious,critical,complete,2,critical,convenient,slightly_prob,not_recom,not_recom
n7009,pretentious,critical,complete,2,critical,convenient,problematic,recommended,spec_prior
n7010,pretentious,critical,complete,2,critical,convenient,problematic,priority,spec_prior
n7011,pretentious,critical,complete,2,critical,convenient,problematic,not_recom,not_recom
n7012,pretentious,critical,complete,2,critical,inconv,nonprob,recommended,spec_prior
n7013,pretentious,critical,complete,2,critical,inconv,nonprob,priority,spec_prior
n7014,pretentious,critical,complete,2,critical,inconv,nonprob,not_recom,not_recom
n7015,pretentious,critical,complete,2,critical,inconv,slightly_prob,recommended,spec_prior
n7016,pretentious,critical,complete,2,critical,inconv,slightly_prob,priority,spec_prior
n7017,pretentious,critical,complete,2,critical,inconv,slightly_prob,not_recom,not_recom
n7018,pretentious,critical,complete,2,critical,inconv,problematic,recommended,spec_prior
n7019,pretentious,critical,complete,2,critical,inconv,problematic,priority,spec_prior
n7020,pretentious,critical,complete,2,critical,inconv,problematic,not_recom,not_recom
n7021,pretentious,critical,complete,3,convenient,convenient,nonprob,recommended,priority
n7022,pretentious,critical,complete,3,convenient,convenient,nonprob,priority,spec_prior
n7023,pretentious,critical,complete,3,convenient,convenient,nonprob,not_recom,not_recom
n7024,pretentious,critical,complete,3,convenient,convenient,slightly_prob,recommended,priority
n7025,pretentious,critical,complete,3,convenient,convenient,slightly_prob,priority,spec_prior
n7026,pretentious,critical,complete,3,convenient,convenient,slightly_prob,not_recom,not_recom
n7027,pretentious,critical,complete,3,convenient,convenient,problematic,recommended,spec_prior
n7028,pretentious,critical,complete,3,convenient,convenient,problematic,priority,spec_prior
n7029,pretentious,critical,complete,3,convenient,convenient,problematic,not_recom,not_recom
n7030,pretentious,critical,complete,3,convenient,inconv,nonprob,recommended,spec_prior
n7031,pretentious,critical,complete,3,convenient,inconv,nonprob,priority,spec_prior
n7032,pretentious,critical,complete,3,convenient,inconv,nonprob,not_recom,not_recom
n7033,pretentious,critical,complete,3,convenient,inconv,slightly_prob,recommended,spec_prior
n7034,pretentious,critical,complete,3,convenient,inconv,slightly_prob,priority,spec_prior
n7035,pretentious,critical,complete,3,convenient,inconv,slightly_prob,not_recom,not_recom
n7036,pretentious,critical,complete,3,convenient,inconv,problematic,recommended,spec_prior
n7037,pretentious,critical,complete,3,convenient,inconv,problematic,priority,spec_prior
n7038,pretentious,critical,complete,3,convenient,inconv,problematic,not_recom,not_recom
n7039,pretentious,critical,complete,3,less_conv,convenient,nonprob,recommended,spec_prior
n7040,pretentious,critical,complete,3,less_conv,convenient,nonprob,priority,spec_prior
n7041,pretentious,critical,complete,3,less_conv,convenient,nonprob,not_recom,not_recom
n7042,pretentious,critical,complete,3,less_conv,convenient,slightly_prob,recommended,spec_prior
n7043,pretentious,critical,complete,3,less_conv,convenient,slightly_prob,priority,spec_prior
n7044,pretentious,critical,complete,3,less_conv,convenient,slightly_prob,not_recom,not_recom
n7045,pretentious,critical,complete,3,less_conv,convenient,problematic,recommended,spec_prior
n7046,pretentious,critical,complete,3,less_conv,convenient,problematic,priority,spec_prior
n7047,pretentious,critical,complete,3,less_conv,convenient,problematic,not_recom,not_recom
n7048,pretentious,critical,complete,3,less_conv,inconv,nonprob,recommended,spec_prior
n7049,pretentious,critical,complete,3,less_conv,inconv,nonprob,priority,spec_prior
n7050,pretentious,critical,complete,3,less_conv,inconv,nonprob,not_recom,not_recom
n7051,pretentious,critical,complete,3,less_conv,inconv,slightly_prob,recommended,spec_prior
n7052,pretentious,critical,complete,3,less_conv,inconv,slightly_prob,priority,spec_prior
n7053,pretentious,critical,complete,3,less_conv,inconv,slightly_prob,not_recom,not_recom
n7054,pretentious,critical,complete,3,less_conv,inconv,problematic,recommended,spec_prior
n7055,pretentious,critical,complete,3,less_conv,inconv,problematic,priority,spec_prior
n7056,pretentious,critical,complete,3,less_conv,inconv,problematic,not_recom,not_recom
n7057,pretentious,critical,complete,3,critical,convenient,nonprob,recommended,spec_prior
n7058,pretentious,critical,complete,3,critical,convenient,nonprob,priority,spec_prior
n7059,pretentious,critical,complete,3,critical,convenient,nonprob,not_recom,not_recom
n7060,pretentious,critical,complete,3,critical,convenient,slightly_prob,recommended,spec_prior
n7061,pretentious,critical,complete,3,critical,convenient,slightly_prob,priority,spec_prior
n7062,pretentious,critical,complete,3,critical,convenient,slightly_prob,not_recom,not_recom
n7063,pretentious,critical,complete,3,critical,convenient,problematic,recommended,spec_prior
n7064,pretentious,critical,complete,3,critical,convenient,problematic,priority,spec_prior
n7065,pretentious,critical,complete,3,critical,convenient,problematic,not_recom,not_recom
n7066,pretentious,critical,complete,3,critical,inconv,nonprob,recommended,spec_prior
n7067,pretentious,critical,complete,3,critical,inconv,nonprob,priority,spec_prior
n7068,pretentious,critical,complete,3,critical,inconv,nonprob,not_recom,not_recom
n7069,pretentious,critical,complete,3,critical,inconv,slightly_prob,recommended,spec_prior
n7070,pretentious,critical,complete,3,critical,inconv,slightly_prob,priority,spec_prior
n7071,pretentious,critical,complete,3,critical,inconv,slightly_prob,not_recom,not_recom
n7072,pretentious,critical,complete,3,critical,inconv,problematic,recommended,spec_prior
n7073,pretentious,critical,complete,3,critical,inconv,problematic,priority,spec_prior
n7074,pretentious,critical,complete,3,critical,inconv,problematic,not_recom,not_recom
n7075,pretentious,critical,complete,more,convenient,convenient,nonprob,recommended,priority
n7076,pretentious,critical,complete,more,convenient,convenient,nonprob,priority,spec_prior
n7077,pretentious,critical,complete,more,convenient,convenient,nonprob,not_recom,not_recom
