object,X2,X8,X3,X5,X1,X8.1,X13,X0,X6,X6.1,X10,X8.2,X0.1,X8.3,X0.2,X8.4,19
L10708,4,9,5,7,2,7,7,4,15,9,6,8,0,8,8,8,25
L10709,5,9,6,7,4,3,8,6,7,12,10,13,1,9,3,7,2
L10710,2,7,4,5,2,8,11,2,2,5,10,8,2,11,0,9,21
L10711,7,15,8,8,5,9,6,3,6,11,2,7,5,7,4,9,10
L10712,4,9,5,7,4,3,7,7,3,7,6,11,3,8,3,11,10
L10713,4,6,6,4,3,8,6,7,7,7,6,8,4,10,4,8,2
L10714,3,9,5,6,4,6,6,6,6,6,6,9,2,9,4,8,6
L10715,6,10,8,8,9,7,10,6,4,7,7,8,6,8,6,8,12
L10716,4,9,6,6,3,3,12,5,4,13,9,5,1,10,2,5,5
L10717,5,10,8,8,10,8,5,4,5,6,7,6,10,6,6,5,20
L10718,2,3,2,1,1,7,8,6,7,8,9,7,3,10,1,8,20
L10719,6,11,7,8,5,9,7,3,6,10,4,7,2,9,5,9,18
L10720,4,7,5,5,2,5,9,3,5,15,8,10,1,6,1,7,9
L10721,4,8,5,6,5,4,10,2,5,10,10,6,1,10,3,6,5
L10722,4,6,4,4,3,6,11,3,7,11,9,4,2,12,3,5,19
L10723,6,10,5,5,4,9,6,4,6,11,5,7,4,7,9,10,16
L10724,2,4,3,3,2,8,7,3,5,9,6,6,3,8,5,9,1
L10725,4,9,5,6,4,9,8,6,6,8,5,7,3,8,5,10,17
L10726,5,5,6,4,2,3,9,5,7,11,11,9,3,9,1,6,20
L10727,8,10,8,8,6,2,11,2,3,10,10,8,7,11,1,7,22
L10728,10,14,9,8,5,8,9,4,6,8,9,5,6,12,4,8,21
L10729,3,6,6,8,2,9,4,3,2,8,1,8,3,7,2,8,0
L10730,3,7,5,5,4,4,10,5,5,11,10,6,2,10,3,6,5
L10731,5,8,6,6,3,7,8,6,8,5,9,9,3,9,1,8,20
L10732,1,3,3,1,1,6,7,2,6,11,6,9,2,8,3,9,4
L10733,3,4,4,3,2,5,11,4,6,11,9,5,1,10,3,6,5
L10734,3,5,4,4,3,7,7,6,6,7,6,5,5,8,3,7,3
L10735,2,2,3,3,2,8,7,6,2,6,6,9,2,9,4,9,16
L10736,5,9,5,5,2,8,8,2,7,11,6,6,2,10,5,8,5
L10737,7,11,10,8,10,8,7,5,5,6,7,7,11,8,4,6,12
L10738,2,10,2,8,3,7,7,0,7,7,6,8,0,8,3,8,8
L10739,3,7,5,6,5,7,7,4,4,6,6,9,4,8,1,8,20
L10740,4,9,5,6,5,6,9,7,4,9,7,4,2,10,4,7,15
L10741,6,8,9,6,6,10,6,3,6,10,3,8,4,8,5,10,7
L10742,4,7,6,5,4,8,8,8,5,6,7,10,3,8,4,6,20
L10743,4,4,6,7,3,8,8,8,8,6,7,8,2,7,6,10,6
L10744,2,0,3,1,1,7,8,4,0,7,8,8,7,9,0,8,22
L10745,3,6,4,4,1,7,7,6,2,7,6,8,3,8,4,8,23
L10746,4,7,6,5,3,7,7,7,6,7,6,8,4,9,4,8,2
L10747,5,10,6,8,6,7,7,13,1,6,6,8,6,9,0,6,13
L10748,8,11,8,8,9,4,10,2,3,9,8,7,9,13,3,5,22
L10749,3,7,5,5,7,8,9,5,1,7,7,8,7,9,2,8,22
L10750,5,6,7,8,8,8,6,4,3,7,7,7,7,12,6,7,15
L10751,1,0,1,0,0,5,10,6,1,9,6,5,0,9,2,8,15
L10752,3,4,4,3,3,5,7,4,7,7,6,11,3,8,5,9,10
L10753,8,15,6,8,5,8,6,5,6,10,5,9,6,7,8,10,1
L10754,3,2,4,3,2,6,8,8,7,8,7,12,2,9,4,10,2
L10755,5,11,7,8,5,6,11,2,5,13,7,4,2,10,2,7,5
L10756,4,5,5,6,4,8,9,4,4,7,6,8,3,7,7,7,9
L10757,4,9,6,6,3,4,11,3,4,9,12,9,3,10,1,8,21
L10758,4,8,4,6,3,8,5,8,5,9,4,8,3,8,3,8,14
L10759,4,5,4,7,3,7,7,14,2,5,6,8,6,8,0,8,13
L10760,6,10,8,8,9,7,9,6,4,9,9,7,8,8,5,12,22
L10761,4,8,5,6,4,8,5,8,6,5,7,8,3,6,6,11,11
L10762,2,4,3,3,2,7,7,6,3,9,6,8,2,8,2,8,14
L10763,3,4,5,2,3,8,8,3,5,9,5,7,3,6,4,10,17
L10764,5,8,8,7,8,8,7,3,3,7,5,8,7,9,6,5,17
L10765,4,10,6,7,4,8,9,2,6,13,6,5,1,10,3,9,15
L10766,5,10,6,8,6,6,8,9,7,7,7,5,3,6,5,9,3
L10767,3,10,5,8,4,11,3,2,2,9,2,9,3,5,3,8,0
L10768,3,8,6,6,4,11,2,2,2,9,2,9,3,5,3,8,0
L10769,6,10,7,8,3,6,6,9,9,6,5,6,3,8,4,8,14
L10770,4,10,7,7,2,7,8,4,3,7,14,8,3,9,0,8,21
L10771,5,7,8,5,5,4,9,2,6,10,9,10,3,8,3,6,10
L10772,2,3,3,2,1,8,7,6,3,9,6,8,2,8,2,8,14
L10773,3,6,5,4,6,9,8,4,5,7,6,6,4,8,8,5,3
L10774,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,8
L10775,2,1,3,3,2,7,7,7,5,7,6,8,2,8,3,8,14
L10776,3,2,4,4,3,6,9,5,5,9,7,3,1,10,4,6,15
L10777,5,9,8,7,5,6,8,4,9,12,9,9,3,8,5,6,4
L10778,4,9,5,7,3,8,6,9,8,7,4,9,3,8,4,8,14
L10779,3,3,4,4,3,6,8,8,7,7,5,7,2,8,9,10,1
L10780,4,7,5,5,3,7,7,12,1,7,9,8,8,6,0,8,12
L10781,5,10,6,7,7,7,5,6,3,7,6,11,4,8,7,7,6
L10782,7,10,8,8,4,2,9,5,9,11,11,13,1,7,3,6,2
L10783,4,8,6,6,6,7,9,6,4,6,6,8,5,7,7,7,6
L10784,1,0,1,0,0,7,7,10,0,5,6,8,4,8,0,8,13
L10785,4,7,5,5,3,8,8,8,5,7,7,6,3,8,4,8,14
L10786,2,3,4,5,1,9,8,4,2,6,13,8,3,10,0,8,21
L10787,2,5,4,3,2,7,9,4,4,12,5,3,1,10,2,8,15
L10788,7,12,6,7,3,6,10,3,6,12,8,6,2,9,4,5,19
L10789,4,5,6,8,9,7,5,4,3,8,8,9,5,10,6,10,24
L10790,2,4,4,3,2,7,9,4,3,11,4,4,1,10,3,8,15
L10791,4,7,6,5,3,8,9,3,6,13,5,5,2,10,3,8,5
L10792,7,10,7,8,4,7,6,7,8,11,5,12,3,9,5,8,6
L10793,2,2,3,3,2,8,8,7,3,5,6,10,2,9,5,10,16
L10794,3,7,4,5,3,9,6,7,5,10,4,9,3,8,3,8,14
L10795,3,2,4,3,2,7,8,5,5,8,7,6,6,10,3,5,13
L10796,7,11,9,8,6,9,7,5,7,8,4,6,3,7,6,11,17
L10797,2,3,4,2,2,7,8,2,4,10,6,7,5,8,0,7,13
L10798,1,3,2,2,0,7,7,1,7,13,6,8,0,8,1,8,8
L10799,2,1,2,1,1,5,11,8,2,9,6,4,1,9,3,8,15
L10800,5,5,8,7,4,11,8,5,2,6,9,8,8,9,0,8,22
L10801,2,3,2,2,1,4,4,4,7,2,2,6,0,7,1,6,11
L10802,4,5,5,4,5,8,8,4,4,7,7,8,5,10,9,10,18
L10803,3,5,6,4,4,9,7,4,7,10,4,6,2,8,3,8,3
L10804,3,4,4,3,2,5,10,2,7,10,10,5,1,11,3,5,24
L10805,5,10,6,8,7,8,9,3,7,8,6,8,2,10,13,7,25
L10806,3,3,5,2,3,8,6,6,4,7,7,8,7,5,2,7,12
L10807,3,7,5,5,5,5,6,4,6,7,6,12,2,10,8,6,4
L10808,6,11,8,8,9,6,7,3,4,8,8,9,8,9,7,5,13
L10809,3,3,4,5,2,7,7,7,6,6,6,7,2,7,6,11,6
L10810,5,9,7,6,6,7,7,6,6,7,5,8,6,7,3,7,13
L10811,4,8,4,6,3,4,11,1,2,9,10,7,2,11,1,7,21
L10812,1,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8,24
L10813,6,11,8,8,7,10,6,4,6,9,3,6,3,8,3,9,3
L10814,4,10,5,7,2,5,7,7,10,7,6,14,1,8,4,9,2
L10815,4,7,4,5,2,7,7,14,0,7,6,8,3,8,0,8,7
L10816,4,7,5,5,2,5,4,2,9,6,2,9,1,6,2,7,11
L10817,3,4,4,3,2,9,6,3,7,10,5,8,1,9,5,9,18
L10818,5,6,6,8,6,8,5,8,4,6,6,8,3,9,7,11,16
L10819,6,11,8,8,5,8,9,3,6,13,5,4,2,9,3,7,5
L10820,3,5,5,4,2,7,7,3,8,11,5,7,1,8,4,8,18
L10821,3,5,5,4,2,8,11,1,7,5,11,9,2,12,3,8,24
L10822,2,3,2,1,2,6,7,4,6,6,6,10,3,8,4,9,10
L10823,2,1,4,3,2,7,7,6,6,6,7,9,2,8,4,9,6
L10824,6,11,8,8,5,7,5,0,8,9,3,11,2,6,4,7,11
L10825,6,10,9,7,5,8,5,7,7,8,6,7,2,7,5,6,9
L10826,3,9,4,6,3,5,11,8,4,7,4,9,3,7,6,11,17
L10827,6,11,6,8,6,5,11,9,3,9,5,4,1,10,3,8,15
L10828,7,10,10,8,5,9,9,3,6,10,3,4,6,9,1,7,13
L10829,8,12,8,6,6,8,7,3,5,9,3,8,6,7,6,7,17
L10830,1,3,2,2,1,10,3,2,1,9,2,9,1,6,1,8,0
L10831,4,8,6,6,7,9,7,5,5,6,7,6,8,7,2,6,12
L10832,4,10,5,7,4,6,8,6,10,7,7,10,1,9,8,8,25
L10833,6,9,6,4,4,5,8,3,5,7,4,10,4,7,5,7,17
L10834,4,6,5,4,7,8,8,5,5,7,6,6,6,6,7,6,3
L10835,2,7,4,4,2,7,4,3,2,6,1,8,3,6,2,7,0
L10836,10,15,9,9,4,6,8,3,9,9,9,9,4,10,4,6,23
L10837,1,3,1,1,0,8,7,1,7,13,6,8,0,8,0,8,8
L10838,5,7,7,6,7,6,10,5,3,7,7,7,9,13,8,7,6
L10839,5,8,7,6,4,7,8,2,10,12,7,8,1,9,6,7,25
L10840,5,6,7,5,5,7,5,4,4,9,4,9,3,7,6,6,14
L10841,4,6,6,7,5,7,8,4,5,7,7,7,3,9,9,10,9
L10842,4,11,6,8,4,6,11,2,3,6,11,9,2,10,1,8,21
L10843,2,3,2,1,1,7,8,5,4,7,6,7,4,9,1,6,13
L10844,3,5,5,4,2,9,2,1,2,8,2,9,2,6,2,8,0
L10845,5,7,7,5,4,10,7,3,6,10,2,6,3,6,4,10,17
L10846,3,6,5,4,4,7,8,3,6,10,5,8,3,8,3,9,7
L10847,3,7,4,5,2,9,6,0,7,13,5,9,0,8,1,8,8
L10848,2,1,3,1,1,9,12,3,2,5,11,8,2,11,0,8,21
L10849,2,2,3,3,2,8,6,6,3,6,6,9,2,9,4,9,16
L10850,9,15,9,8,5,10,4,4,6,12,2,8,5,6,5,10,3
L10851,1,1,1,1,0,5,11,7,1,10,6,4,1,9,3,8,15
L10852,6,7,6,5,4,3,10,2,3,10,10,8,6,11,2,6,22
L10853,5,8,6,6,3,6,8,4,8,11,6,7,2,8,5,6,18
L10854,1,3,2,2,1,7,4,1,6,8,3,10,0,7,1,9,11
L10855,5,8,8,7,7,7,8,2,4,7,8,9,8,6,4,8,0
L10856,6,7,6,5,4,5,10,3,3,9,8,7,7,12,2,5,22
L10857,3,5,4,3,2,4,4,4,8,2,1,5,1,7,1,6,11
L10858,5,10,9,8,9,7,9,1,5,9,6,5,6,9,5,2,5
L10859,3,5,5,3,3,7,7,6,7,7,6,5,2,8,3,7,3
L10860,4,9,3,4,2,6,9,5,3,8,5,6,4,9,5,8,14
L10861,1,3,2,1,1,8,8,4,4,9,5,7,2,6,4,9,17
L10862,2,6,4,4,2,9,4,1,8,10,3,10,0,7,2,10,11
L10863,4,8,5,6,3,5,8,6,7,9,7,9,3,9,3,5,20
L10864,3,7,3,5,3,5,11,8,2,9,7,5,1,10,3,8,15
L10865,11,15,10,9,5,9,7,6,6,2,10,6,6,7,3,6,20
L10866,3,5,6,4,3,7,8,2,8,11,7,9,2,8,4,8,4
L10867,5,10,7,8,5,8,6,2,9,11,5,10,2,7,7,8,25
L10868,3,7,4,5,5,7,8,3,5,5,7,10,4,11,5,6,11
L10869,4,9,4,7,3,8,7,8,5,10,5,9,3,8,4,7,14
L10870,3,9,4,7,4,7,7,5,7,5,6,8,1,8,9,7,18
L10871,5,10,5,7,3,3,11,3,4,10,12,8,2,10,1,8,21
L10872,7,10,6,5,3,8,9,2,7,11,7,7,2,9,4,6,19
L10873,8,11,8,8,6,3,10,2,3,9,9,8,8,11,2,5,22
L10874,4,10,5,8,3,5,4,3,8,5,1,7,1,6,3,6,11
L10875,5,7,7,11,10,10,9,4,2,5,8,9,4,11,10,12,24
L10876,3,3,4,4,2,5,11,9,3,9,6,5,1,10,4,8,15
L10877,2,6,3,4,2,6,8,8,8,8,8,14,1,9,4,9,2
L10878,3,2,4,3,2,7,8,5,4,7,7,6,5,9,2,5,13
L10879,2,4,4,6,1,7,10,1,3,7,12,8,1,11,0,8,24
L10880,9,14,8,8,4,8,8,3,7,9,7,7,6,10,4,7,10
L10881,2,5,3,3,1,7,7,0,7,13,6,8,0,8,1,7,8
L10882,3,9,5,6,4,8,2,1,2,6,2,7,3,6,4,7,0
L10883,5,8,7,6,3,5,12,7,5,13,7,3,2,9,2,5,5
L10884,10,14,9,8,5,9,7,4,5,6,8,6,7,12,3,8,21
L10885,3,8,5,6,3,8,8,2,5,13,5,6,2,10,2,9,5
L10886,3,8,5,6,7,8,6,4,3,7,6,7,6,7,8,9,7
L10887,2,3,4,1,1,5,9,2,8,10,9,8,2,8,3,6,23
L10888,2,1,3,1,0,7,4,2,0,7,1,8,2,6,1,7,0
L10889,4,8,6,6,6,7,9,5,6,8,4,9,4,5,5,10,17
L10890,5,9,6,6,3,5,12,9,2,10,6,4,1,10,4,8,15
L10891,6,11,8,8,10,7,7,4,4,6,6,9,8,8,8,8,10
L10892,3,9,4,7,3,5,8,9,8,9,8,11,2,10,4,10,2
L10893,4,9,4,4,3,7,7,3,2,8,5,7,3,10,8,7,6
L10894,2,7,3,4,1,7,7,4,4,7,6,8,3,8,4,8,23
L10895,6,11,5,6,3,10,4,5,6,12,3,10,3,7,7,12,16
L10896,4,10,6,7,2,7,8,4,3,7,14,8,3,9,0,8,21
L10897,5,9,6,10,6,8,8,4,6,6,7,7,3,9,9,8,9
L10898,3,4,5,3,2,8,6,2,9,12,5,9,1,8,5,9,25
L10899,5,10,6,7,4,7,7,8,7,6,6,9,4,8,4,8,2
L10900,4,9,6,7,7,6,8,5,6,7,5,7,3,7,5,9,17
L10901,4,7,5,5,2,5,8,6,8,12,9,11,2,10,3,7,2
L10902,7,11,10,9,15,8,8,6,2,7,7,8,14,10,5,8,22
L10903,2,5,3,4,2,8,7,7,4,9,6,8,2,8,3,8,14
L10904,1,0,1,1,0,7,7,2,10,9,6,8,0,8,6,8,25
L10905,3,8,5,6,2,11,2,4,3,11,2,10,2,6,3,8,0
L10906,5,8,6,10,7,7,9,5,5,8,6,8,4,10,7,5,5
L10907,10,14,8,8,4,8,10,6,5,6,10,5,6,13,4,7,21
L10908,4,9,6,7,4,6,5,0,8,8,2,11,0,7,2,8,11
L10909,6,11,8,8,7,7,7,8,5,7,6,7,6,7,3,9,13
L10910,4,7,4,5,2,7,7,14,2,5,6,8,6,8,0,8,13
L10911,3,4,4,3,1,5,13,3,6,12,9,4,1,11,1,5,19
L10912,4,10,7,8,7,7,7,2,6,7,6,8,4,8,7,7,23
L10913,6,10,7,5,3,5,8,2,7,11,8,8,4,9,3,6,23
L10914,5,10,7,7,7,7,7,6,2,7,8,8,6,8,4,10,22
L10915,7,11,6,6,3,8,11,5,6,4,5,9,5,8,2,7,13
L10916,3,4,4,3,1,4,8,5,7,11,9,12,1,9,2,7,2
L10917,3,5,5,3,3,6,7,4,7,7,6,11,3,8,5,9,10
L10918,3,4,5,3,3,5,6,3,4,9,9,10,7,5,2,8,12
L10919,3,4,5,3,2,8,9,2,7,13,5,5,2,9,3,8,5
L10920,1,6,2,4,1,12,3,8,3,13,6,12,1,6,0,8,9
L10921,6,10,9,8,6,10,8,5,1,5,9,7,10,12,2,5,22
L10922,4,8,5,6,3,7,6,6,7,11,6,12,2,10,4,9,6
L10923,3,1,4,2,2,5,10,4,4,10,8,4,1,10,3,7,15
L10924,2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,8,12
L10925,8,11,6,6,4,9,7,6,7,10,4,8,6,6,6,10,1
L10926,6,11,6,8,4,6,10,10,4,7,4,8,3,7,6,10,17
L10927,3,4,5,3,3,10,6,3,7,10,3,6,2,8,3,9,3
L10928,4,8,6,6,6,7,8,2,7,7,6,7,1,9,9,8,25
L10929,4,5,5,7,2,7,7,5,4,7,6,8,3,8,4,8,23
L10930,5,8,6,6,7,5,7,3,6,7,6,9,5,8,5,7,19
L10931,2,4,3,3,2,6,7,5,5,9,7,10,2,8,4,10,6
L10932,3,6,3,4,2,6,9,9,4,7,4,7,2,7,5,10,17
L10933,3,8,5,6,2,10,6,2,7,14,4,8,0,7,0,8,9
L10934,4,9,6,7,4,10,7,3,6,11,2,7,3,6,3,9,17
L10935,4,8,5,6,3,5,7,6,8,7,6,12,1,8,4,9,2
L10936,5,9,6,6,4,7,6,7,7,7,5,12,2,8,5,10,6
L10937,2,6,3,4,2,3,7,5,9,7,6,14,0,8,6,9,4
L10938,4,7,6,6,7,8,6,5,4,7,6,8,6,9,7,7,1
L10939,4,5,6,4,3,7,7,1,9,10,6,8,2,8,3,7,23
L10940,4,8,5,7,5,8,7,5,6,7,6,8,3,8,8,11,11
L10941,2,4,4,2,2,9,7,4,6,10,4,5,2,8,3,8,3
L10942,4,9,4,6,6,6,8,8,6,7,5,7,2,7,7,9,1
L10943,6,10,8,8,7,6,6,6,6,6,5,8,6,7,4,10,11
L10944,3,7,4,5,3,7,7,3,11,8,6,8,0,8,7,8,25
L10945,2,6,3,4,2,8,6,0,7,13,6,9,0,7,2,8,8
L10946,1,1,0,2,0,7,7,1,7,7,6,8,0,8,2,8,8
L10947,4,10,5,8,4,6,6,10,7,6,7,7,2,8,9,9,1
L10948,3,10,5,8,4,12,6,2,7,11,2,6,0,7,1,8,9
L10949,7,10,9,8,7,4,9,4,8,12,10,9,3,8,5,4,4
L10950,2,1,3,2,2,8,6,6,3,6,7,7,6,5,1,7,12
L10951,3,9,4,6,2,14,3,5,5,13,2,9,0,7,0,8,9
L10952,1,5,2,3,1,7,7,0,7,13,6,8,0,8,1,7,8
L10953,2,3,3,1,1,7,12,3,3,8,11,8,2,10,1,8,21
L10954,3,4,3,3,2,7,8,5,4,7,6,6,5,9,2,6,13
L10955,4,7,6,5,5,8,5,6,4,6,9,8,3,8,8,4,24
L10956,3,6,3,4,3,6,8,9,6,7,6,7,2,8,8,10,1
L10957,1,0,2,0,0,7,6,10,4,7,12,8,2,10,0,8,20
L10958,3,4,5,5,1,6,10,3,1,8,13,8,1,11,0,8,24
L10959,3,10,5,7,2,7,8,2,7,15,5,8,0,6,1,7,9
L10960,6,9,8,7,7,7,9,5,5,8,6,7,6,10,8,11,5
L10961,2,1,4,3,2,8,1,2,2,8,2,8,3,6,3,7,0
L10962,2,4,3,3,2,5,10,4,4,10,8,3,1,10,3,6,15
L10963,7,9,9,5,3,8,6,3,4,13,6,8,6,8,0,8,13
L10964,3,6,5,4,3,8,8,8,4,7,6,5,3,8,3,7,14
L10965,3,6,4,4,2,7,11,3,2,7,10,9,2,10,3,8,21
L10966,3,4,4,3,2,6,6,6,6,6,6,10,2,9,3,9,6
L10967,4,5,5,4,3,6,6,6,7,6,6,11,2,9,4,9,6
L10968,5,9,7,7,5,7,9,6,5,7,6,7,6,9,2,6,13
L10969,1,1,2,1,1,5,11,7,2,10,6,4,1,9,3,8,15
L10970,5,9,6,4,4,7,9,2,3,7,8,6,8,11,2,7,22
L10971,6,9,6,6,4,4,10,2,3,9,9,8,7,11,2,6,22
L10972,7,11,10,8,6,4,8,3,7,11,10,12,4,8,4,6,10
L10973,9,13,6,7,3,6,9,6,7,12,7,7,2,9,5,9,2
L10974,5,9,7,6,4,10,10,1,7,3,11,7,1,11,2,9,24
L10975,2,2,3,3,2,7,8,5,4,7,6,6,5,9,2,5,13
L10976,1,7,2,5,1,13,3,7,4,13,3,11,0,6,0,8,9
L10977,3,5,3,3,2,8,7,7,5,7,6,7,2,9,9,8,18
L10978,4,10,5,8,2,5,7,7,10,7,6,13,1,8,4,9,2
L10979,4,5,7,4,4,7,7,3,6,10,6,8,3,8,3,7,7
L10980,4,4,5,6,2,6,7,7,11,6,6,13,1,7,4,9,2
L10981,1,0,2,1,0,2,1,6,5,0,2,5,0,8,0,8,11
L10982,4,8,6,7,7,8,7,4,4,7,6,8,7,7,9,5,21
L10983,5,11,6,8,5,9,12,4,6,6,11,8,3,12,1,8,19
L10984,4,6,5,7,5,8,8,5,7,7,5,8,3,9,9,8,9
L10985,1,0,2,0,0,7,6,11,1,7,7,8,2,8,0,8,7
L10986,1,0,2,1,0,7,9,3,2,7,12,8,2,10,0,8,21
L10987,6,9,7,6,3,9,6,4,8,11,3,8,2,8,5,11,18
L10988,6,10,8,7,7,7,7,5,6,7,7,8,7,7,3,8,3
L10989,2,3,3,2,2,8,7,2,5,11,5,7,2,8,2,9,1
L10990,3,3,4,4,1,5,8,6,9,6,7,11,1,7,4,9,2
L10991,2,1,2,1,1,8,6,10,0,6,9,8,6,6,0,8,12
L10992,3,7,4,5,2,7,6,6,9,5,7,10,0,9,9,8,18
L10993,5,7,6,8,7,7,9,5,5,8,6,7,4,9,9,7,5
L10994,3,7,5,5,5,6,7,5,6,6,5,8,3,6,4,8,17
L10995,6,7,6,5,6,7,10,4,3,8,6,6,9,11,4,6,22
L10996,1,7,2,5,1,7,7,0,8,7,6,8,0,8,3,8,8
L10997,4,10,6,8,6,7,7,2,6,7,6,8,3,9,6,8,23
L10998,6,9,9,7,5,7,9,2,5,9,6,7,6,8,1,7,13
L10999,4,7,6,5,6,7,7,6,2,7,8,8,6,8,4,8,22
L11000,1,0,2,1,1,8,7,4,7,5,6,7,0,8,7,8,18
L11001,4,7,5,5,4,6,9,6,5,9,7,4,2,10,3,7,15
L11002,5,10,6,8,6,7,7,6,7,7,6,8,6,8,3,7,13
L11003,1,0,2,0,1,7,6,9,0,7,8,8,6,6,0,8,12
L11004,5,9,7,7,3,5,13,4,5,13,7,3,1,10,2,6,5
L11005,5,6,7,8,8,10,9,6,0,5,7,10,7,13,5,11,16
L11006,4,2,5,4,3,7,7,3,9,6,6,7,2,8,6,7,23
L11007,5,8,6,6,4,7,8,3,7,10,5,7,2,8,5,8,18
L11008,2,1,3,2,1,7,12,2,2,7,11,8,2,11,0,8,21
L11009,5,12,5,6,4,6,8,4,6,10,6,6,5,9,6,6,3
L11010,5,7,5,5,2,4,9,5,7,11,11,9,3,9,1,6,20
L11011,1,3,3,2,1,8,7,3,7,11,4,8,1,8,4,9,18
L11012,7,10,9,8,6,6,9,3,10,12,8,7,1,9,6,6,25
L11013,6,10,6,8,3,5,8,10,10,8,7,6,3,8,4,8,3
L11014,4,7,6,6,7,8,6,5,5,7,6,8,8,9,7,6,1
L11015,5,9,4,4,2,10,4,4,6,10,4,8,3,9,7,13,16
L11016,2,3,4,4,0,7,10,2,2,7,13,8,1,11,0,8,24
L11017,4,7,5,5,4,7,7,6,8,7,6,5,3,8,3,7,3
L11018,4,9,6,7,7,8,8,5,1,7,7,9,8,9,4,9,14
L11019,2,3,3,2,2,9,6,4,6,10,4,6,2,8,2,9,3
L11020,5,9,5,4,4,7,8,3,4,9,6,7,6,7,8,5,1
L11021,1,0,2,1,1,8,7,6,4,6,6,9,2,8,3,8,16
L11022,6,7,8,5,4,7,6,3,7,10,7,9,3,8,3,7,7
L11023,4,10,5,7,3,5,10,10,3,9,6,4,2,10,4,8,15
L11024,2,1,2,2,1,8,11,3,5,7,10,7,2,11,1,7,19
L11025,8,15,8,8,7,11,5,4,5,10,4,8,7,6,8,10,1
L11026,5,9,5,7,5,5,7,9,7,6,4,5,3,9,4,9,3
L11027,6,9,6,6,4,6,7,6,7,10,8,9,3,8,5,9,6
L11028,5,10,3,5,2,6,8,5,7,10,6,10,1,9,7,9,4
L11029,7,8,5,11,4,7,6,6,5,10,7,7,3,9,9,7,25
L11030,2,7,3,5,3,7,7,7,4,7,5,8,3,8,2,8,14
L11031,6,11,9,8,6,4,9,1,8,10,11,10,3,9,3,5,23
L11032,5,9,8,7,10,8,6,4,4,6,7,8,10,9,5,8,20
L11033,4,2,5,3,4,6,6,6,5,7,7,10,8,6,2,8,12
L11034,3,5,5,3,2,4,11,3,6,12,10,5,1,11,2,5,24
L11035,3,4,4,6,2,7,7,14,2,5,6,8,6,8,0,8,13
L11036,4,7,6,5,3,5,12,6,3,12,5,2,1,10,3,8,15
L11037,4,10,7,8,6,7,10,2,3,6,9,8,8,11,1,8,22
L11038,6,9,8,6,9,7,8,3,5,5,6,9,6,9,7,6,17
L11039,4,8,6,6,3,4,9,4,4,10,10,9,5,8,1,7,13
L11040,5,10,5,5,3,11,4,3,7,11,4,9,2,9,4,11,25
L11041,4,9,5,7,4,8,7,8,5,10,6,7,3,8,3,8,14
L11042,4,10,6,8,4,9,2,2,3,8,2,8,3,6,4,7,0
L11043,8,12,7,7,3,5,4,5,5,4,7,8,6,8,2,7,20
L11044,5,11,6,8,3,7,7,15,2,4,6,8,6,8,0,8,13
L11045,3,7,4,5,2,3,7,6,10,7,6,14,0,8,7,7,4
L11046,4,8,4,6,4,5,10,7,3,7,4,9,2,7,5,11,17
L11047,6,11,8,8,6,5,4,2,8,6,1,9,1,6,3,7,11
L11048,7,10,10,8,5,4,10,4,4,11,11,10,6,8,1,7,13
L11049,4,9,6,6,5,6,7,8,7,7,7,5,3,8,3,8,3
L11050,4,8,4,6,4,6,7,9,7,6,5,6,2,8,3,8,3
L11051,2,7,2,5,1,0,1,5,6,0,0,7,0,8,0,8,11
L11052,4,5,5,4,5,6,7,4,3,7,7,9,4,11,8,11,4
L11053,4,10,5,8,3,6,7,10,8,10,8,11,2,12,4,9,2
L11054,6,11,9,9,4,9,7,5,2,7,8,8,9,9,0,8,22
L11055,3,7,4,5,3,8,5,11,4,8,12,7,3,9,0,8,20
L11056,13,14,13,8,6,5,9,5,7,4,3,11,9,9,2,8,12
L11057,5,12,4,7,4,9,6,4,2,9,8,11,4,9,7,13,2
L11058,4,10,6,8,7,6,6,4,3,8,7,11,6,9,3,8,2
L11059,6,11,8,8,8,7,9,6,5,8,6,8,5,8,7,12,17
L11060,4,9,5,7,6,5,6,3,4,7,6,9,6,9,6,7,2
L11061,7,9,10,7,12,10,7,4,5,9,4,6,10,6,5,5,12
L11062,6,9,5,4,2,6,8,3,6,9,9,10,5,10,3,6,10
L11063,3,4,4,3,1,5,9,5,7,11,9,12,1,9,3,7,2
L11064,5,7,5,5,2,4,12,3,7,12,10,4,1,10,1,5,19
L11065,5,5,7,8,3,7,5,9,9,6,4,7,3,8,4,8,14
L11066,2,9,4,6,3,11,2,1,2,9,3,9,2,6,3,8,0
L11067,4,10,6,7,6,8,8,5,5,9,5,7,4,7,5,10,17
L11068,4,5,7,3,4,9,6,3,5,9,4,7,9,7,2,8,12
L11069,4,10,7,7,2,5,5,3,1,5,1,7,3,7,2,7,0
L11070,3,7,4,5,2,6,6,10,9,5,5,6,3,8,4,8,3
L11071,4,6,5,8,5,8,5,8,5,6,5,9,3,8,5,9,16
L11072,3,5,4,3,2,8,7,7,4,9,6,8,2,8,3,8,14
L11073,2,4,2,3,1,6,8,6,7,8,8,13,1,10,3,10,2
