shuttle,A1,A2,A3,A4,A5,A6,A7,A8,A9,class
SH23488,43,-1,76,1,42,-7,33,35,2,1
SH23489,37,0,76,0,34,1,39,42,4,1
SH23490,39,0,83,-5,38,0,44,44,0,1
SH23491,49,0,77,0,46,-20,28,31,2,1
SH23492,45,0,81,0,46,15,36,35,0,1
SH23493,51,0,81,-1,52,22,30,30,0,1
SH23494,45,5,81,0,44,0,36,37,2,1
SH23495,37,0,79,-6,26,1,42,54,12,1
SH23496,55,-2,99,2,38,0,43,60,16,4
SH23497,37,0,76,1,28,9,39,48,8,1
SH23498,37,0,74,0,26,-13,38,48,10,1
SH23499,53,5,91,0,52,-3,38,39,2,1
SH23500,44,0,87,0,44,22,43,43,0,1
SH23501,37,0,95,0,16,0,58,79,22,1
SH23502,51,0,86,0,50,-8,35,37,2,1
SH23503,52,0,87,0,52,6,35,35,0,1
SH23504,37,0,76,0,26,16,39,50,10,1
SH23505,37,0,77,-1,16,-3,41,62,22,1
SH23506,43,-2,79,0,42,-5,35,37,2,1
SH23507,55,0,93,8,46,0,37,46,8,4
SH23508,37,0,81,0,28,12,44,52,8,1
SH23509,37,0,96,0,24,0,59,73,14,1
SH23510,37,0,76,0,24,12,39,52,14,1
SH23511,49,0,79,0,46,-9,31,33,2,1
SH23512,56,0,77,0,16,-23,22,62,40,4
SH23513,37,0,105,3,18,0,68,87,20,1
SH23514,47,3,102,0,46,0,56,56,0,1
SH23515,55,0,95,0,42,7,40,54,14,4
SH23516,56,0,96,3,42,1,40,55,14,4
SH23517,56,0,81,0,-18,-8,25,99,74,4
SH23518,49,0,111,0,50,5,62,62,0,1
SH23519,51,4,82,3,50,0,31,33,2,1
SH23520,49,0,84,0,50,5,36,35,0,1
SH23521,47,0,109,6,46,0,63,63,0,1
SH23522,49,2,82,0,46,-3,33,35,2,1
SH23523,42,1,86,5,42,0,44,45,2,1
SH23524,51,0,87,-1,50,-26,36,38,2,1
SH23525,49,5,78,0,46,0,29,32,2,1
SH23526,55,0,79,0,10,21,23,68,46,4
SH23527,41,0,79,0,38,-1,39,41,2,1
SH23528,55,0,77,0,24,-6,21,54,32,4
SH23529,37,0,77,8,20,0,41,57,16,1
SH23530,37,0,95,0,16,20,58,79,22,1
SH23531,37,0,86,0,38,28,48,47,0,1
SH23532,45,0,85,0,44,-14,40,41,2,1
SH23533,55,-2,95,0,46,-4,40,49,8,4
SH23534,46,0,82,0,44,-17,36,38,2,1
SH23535,37,0,103,0,30,-6,66,72,6,1
SH23536,44,0,80,-6,42,-17,36,39,2,1
SH23537,55,0,96,0,46,-19,41,50,8,4
SH23538,37,-1,79,3,16,0,42,63,22,1
SH23539,48,0,81,0,46,-6,33,35,2,1
SH23540,55,0,96,0,54,4,41,42,2,1
SH23541,43,0,83,1,42,-10,39,41,2,1
SH23542,55,0,77,0,-6,-6,21,85,64,4
SH23543,45,4,81,0,44,-1,36,37,2,1
SH23544,40,0,80,0,38,4,40,41,2,1
SH23545,37,1,97,0,30,-25,60,66,6,1
SH23546,55,0,96,0,54,4,41,42,0,1
SH23547,55,0,77,0,-28,18,22,106,84,4
SH23548,37,0,79,0,8,-11,42,71,30,1
SH23549,37,0,103,-1,24,0,66,80,14,1
SH23550,48,3,88,0,46,0,40,41,2,1
SH23551,38,2,77,0,36,-25,39,41,2,1
SH23552,37,1,80,0,20,14,43,59,16,1
SH23553,38,0,76,0,36,-30,38,39,2,1
SH23554,105,0,106,3,70,0,2,36,34,5
SH23555,56,0,81,0,-6,-2,25,89,64,4
SH23556,42,1,88,6,42,0,46,47,2,1
SH23557,39,-5,76,-2,-2,0,37,79,42,1
SH23558,55,0,77,0,-4,-4,21,82,60,4
SH23559,37,0,77,3,28,0,41,49,8,1
SH23560,37,0,103,0,18,-7,66,85,18,1
SH23561,37,0,96,0,16,-21,59,81,22,1
SH23562,53,0,88,0,52,-7,35,37,2,1
SH23563,55,0,95,-5,44,0,40,51,12,4
SH23564,55,0,77,-2,-4,136,21,82,60,4
SH23565,56,-1,96,6,42,0,40,55,14,4
SH23566,37,0,76,-5,28,-8,39,47,8,1
SH23567,37,0,103,0,30,6,66,72,6,1
SH23568,37,0,104,-6,28,3,67,76,8,1
SH23569,40,6,93,0,38,0,53,55,2,1
SH23570,55,0,95,0,52,-21,40,44,4,4
SH23571,37,0,78,0,10,-18,41,68,26,1
SH23572,41,0,76,0,42,22,35,34,0,1
SH23573,43,-5,77,0,44,16,34,33,0,1
SH23574,56,0,77,0,-14,27,21,92,72,4
SH23575,55,2,81,3,54,0,27,27,0,1
SH23576,37,0,106,0,26,8,69,80,12,1
SH23577,43,0,86,0,42,-5,43,45,2,1
SH23578,60,0,110,-3,60,0,50,51,2,1
SH23579,37,0,84,0,18,-6,47,66,18,1
SH23580,49,0,95,1,50,13,47,46,0,1
SH23581,53,-4,90,0,54,0,37,36,0,1
SH23582,54,12,95,-2,50,0,41,46,6,4
SH23583,55,-3,98,0,52,6,42,46,4,4
SH23584,37,0,94,0,12,-12,57,81,24,1
SH23585,37,0,79,0,10,-1,43,69,26,1
SH23586,37,0,76,0,24,4,39,52,14,1
SH23587,56,1,78,3,24,0,22,55,32,4
SH23588,55,0,80,0,-2,-4,25,83,58,4
SH23589,84,1,86,0,-2,0,3,89,86,5
SH23590,107,1,108,0,70,0,1,38,38,5
SH23591,55,0,77,0,6,-8,22,72,50,4
SH23592,37,0,95,-2,8,-30,58,87,30,1
SH23593,79,0,83,0,-42,-48,4,127,124,5
SH23594,79,-1,84,0,-40,14,4,125,120,5
SH23595,48,-2,83,0,46,-6,35,37,2,1
SH23596,37,0,79,0,10,-10,42,68,26,1
SH23597,55,0,78,5,10,4,23,68,46,4
SH23598,49,0,88,0,50,1,39,39,0,1
SH23599,58,2,88,0,56,0,30,31,0,1
SH23600,46,5,81,0,44,-24,35,37,2,1
SH23601,43,-3,83,0,42,0,40,41,2,1
SH23602,41,0,77,-3,42,0,36,35,0,1
SH23603,37,0,76,0,36,16,40,40,0,1
SH23604,37,0,108,2,34,-30,71,75,4,1
SH23605,37,0,79,0,24,17,42,55,14,1
SH23606,49,1,86,0,50,8,38,37,0,1
SH23607,43,0,83,0,42,-14,39,41,2,1
SH23608,37,0,79,1,18,28,42,61,18,1
SH23609,45,0,83,0,44,-10,38,39,2,1
SH23610,37,0,90,0,34,-8,53,57,4,1
SH23611,37,0,80,0,30,4,43,49,6,1
SH23612,56,3,98,0,52,5,42,46,4,4
SH23613,45,-3,77,0,44,0,33,34,0,1
SH23614,42,-1,97,4,42,0,55,56,0,1
SH23615,44,3,86,-2,44,20,42,42,0,1
SH23616,44,1,102,0,44,17,59,58,0,1
SH23617,42,0,79,-4,42,0,36,37,2,1
SH23618,57,0,96,-1,56,0,39,39,0,1
SH23619,49,0,106,-1,46,-29,57,59,2,1
SH23620,42,-2,81,0,42,0,38,39,2,1
SH23621,48,0,86,-1,46,-1,39,40,2,1
SH23622,37,0,77,0,6,-20,40,72,32,1
SH23623,37,0,93,0,28,31,55,64,8,1
SH23624,37,-4,80,0,34,1,43,46,4,1
SH23625,55,0,94,-1,50,0,39,45,6,4
SH23626,44,0,78,0,44,6,34,34,0,1
SH23627,41,0,84,0,38,-23,43,45,2,1
SH23628,37,0,81,0,28,-14,45,53,8,1
SH23629,48,0,87,-7,46,0,39,41,2,1
SH23630,79,0,83,0,-28,31,4,112,108,5
SH23631,55,0,93,0,50,18,37,44,6,4
SH23632,53,0,87,0,52,-19,34,35,2,1
SH23633,38,0,80,0,38,0,42,41,0,1
SH23634,46,-5,109,3,46,0,63,63,0,1
SH23635,45,0,83,0,46,8,37,36,0,1
SH23636,43,5,93,0,42,0,51,52,2,1
SH23637,55,0,79,0,20,-4,23,58,34,4
SH23638,37,-4,80,0,36,-19,43,44,2,1
SH23639,49,4,86,0,46,0,38,40,2,1
SH23640,37,0,77,0,20,19,41,57,16,1
SH23641,56,0,97,1,52,-5,41,45,4,4
SH23642,53,-4,81,0,52,-19,28,29,2,1
SH23643,48,-3,77,6,46,-5,28,30,2,1
SH23644,38,0,79,3,38,0,41,40,0,1
SH23645,46,0,76,4,46,0,30,29,0,1
SH23646,37,0,105,0,16,-16,68,89,22,1
SH23647,37,5,106,0,36,0,69,70,0,1
SH23648,37,0,75,0,20,18,38,54,16,1
SH23649,44,0,86,6,44,7,43,42,0,1
SH23650,49,2,90,1,50,27,42,41,0,1
SH23651,45,0,77,0,46,28,32,31,0,1
SH23652,56,3,97,0,46,0,40,50,10,4
SH23653,41,5,84,0,38,-17,43,45,2,1
SH23654,37,-1,79,0,24,22,42,55,14,1
SH23655,55,0,98,0,50,-17,42,49,6,4
SH23656,44,0,83,0,42,-30,40,42,2,1
SH23657,52,1,81,-7,52,0,30,30,0,1
SH23658,51,-1,85,0,52,0,34,33,0,1
SH23659,47,4,82,0,46,0,34,35,0,1
SH23660,37,-2,77,3,38,11,40,39,0,1
SH23661,49,0,81,0,50,5,31,32,0,1
SH23662,38,1,77,0,38,7,40,39,0,1
SH23663,37,0,81,0,28,-8,45,53,8,1
SH23664,56,3,86,0,54,-7,31,32,2,1
SH23665,37,0,77,2,12,0,40,64,24,1
SH23666,37,0,76,0,26,18,40,50,10,1
SH23667,55,0,81,-4,-18,-29,26,99,74,4
SH23668,37,0,75,0,36,3,37,39,2,1
SH23669,37,0,83,0,0,-4,46,83,36,1
SH23670,55,0,77,0,-28,24,22,106,84,4
SH23671,46,0,88,0,44,-22,42,44,2,1
SH23672,49,0,80,0,50,6,31,31,0,1
SH23673,55,0,96,0,46,11,41,50,8,4
SH23674,37,0,78,0,8,-1,41,70,30,1
SH23675,41,2,85,0,42,7,44,44,0,1
SH23676,49,0,95,-4,50,9,46,46,0,1
SH23677,51,-2,86,0,50,-15,36,37,2,1
SH23678,41,0,79,-4,42,4,38,37,0,1
SH23679,42,0,84,-1,42,-2,42,43,2,1
SH23680,56,0,96,0,54,24,40,42,2,1
SH23681,79,3,83,0,-46,0,4,130,126,5
SH23682,49,4,84,0,50,3,35,35,0,1
SH23683,37,-1,97,0,34,0,61,64,2,1
SH23684,44,0,77,2,42,-16,34,36,2,1
SH23685,85,0,88,-88,0,0,3,88,84,5
SH23686,55,0,92,0,-4,-20,36,97,60,4
SH23687,53,0,86,0,52,-28,32,34,2,1
SH23688,41,0,80,-2,38,-26,39,41,2,1
SH23689,43,-1,79,0,42,-12,35,37,2,1
SH23690,45,5,83,0,44,0,38,39,0,1
SH23691,55,0,93,0,6,16,38,88,50,4
SH23692,46,0,109,0,46,9,64,63,0,1
SH23693,81,0,85,0,-42,-26,4,129,124,5
SH23694,37,0,75,2,34,0,37,41,4,1
SH23695,45,0,81,0,44,-19,35,37,2,1
SH23696,44,0,77,0,44,2,33,33,0,1
SH23697,42,-3,78,6,42,0,36,37,2,1
SH23698,55,-1,83,0,56,29,28,26,0,1
SH23699,49,4,84,0,50,7,35,35,0,1
SH23700,44,-1,76,0,42,-27,32,34,2,1
SH23701,45,0,78,-4,46,20,33,32,0,1
SH23702,37,0,79,0,20,9,42,58,16,1
SH23703,51,0,87,0,52,26,36,35,0,1
SH23704,55,0,96,0,50,18,41,47,6,4
SH23705,37,0,76,0,34,6,39,42,4,1
SH23706,55,0,97,-3,50,0,41,48,6,4
SH23707,57,-4,81,0,56,0,24,24,0,1
SH23708,55,0,96,0,38,-2,41,57,16,4
SH23709,56,0,96,-2,54,12,40,42,2,1
SH23710,37,0,97,-6,26,-5,60,71,12,1
SH23711,37,0,80,2,12,0,43,67,24,1
SH23712,37,0,77,0,28,-23,40,48,8,1
SH23713,55,0,95,0,46,14,40,49,8,4
SH23714,37,0,80,0,6,-30,43,75,32,1
SH23715,37,0,76,0,26,-13,40,50,10,1
SH23716,37,0,92,0,16,9,54,76,22,1
SH23717,55,0,76,0,-24,-30,21,102,82,4
SH23718,56,0,81,5,-22,0,25,104,80,4
SH23719,45,0,77,0,44,-13,32,34,2,1
SH23720,59,0,86,-4,56,-16,27,29,2,1
SH23721,43,0,81,-7,42,-7,37,39,2,1
SH23722,55,0,86,0,54,-4,30,32,2,1
SH23723,37,-1,104,0,18,0,67,86,18,1
SH23724,63,0,112,5,62,0,49,50,2,1
SH23725,55,-1,77,0,28,14,22,49,26,4
SH23726,37,0,105,0,34,23,68,71,4,1
SH23727,42,1,88,-2,42,0,45,46,2,1
SH23728,45,1,87,0,44,-5,42,43,2,1
SH23729,55,-1,98,0,46,23,42,51,8,4
SH23730,51,-1,88,-4,52,17,37,37,0,1
SH23731,37,0,77,-1,16,0,40,62,22,1
SH23732,42,1,79,0,42,0,37,37,0,1
SH23733,43,0,81,0,42,0,38,39,2,1
SH23734,37,0,82,0,34,9,45,48,2,1
SH23735,37,0,102,0,36,3,65,66,2,1
SH23736,38,0,102,0,34,-7,65,69,4,1
SH23737,37,0,82,0,36,-6,45,46,2,1
SH23738,49,0,107,0,46,-13,58,60,2,1
SH23739,55,-4,97,0,52,0,41,45,4,4
SH23740,41,5,93,0,38,-14,52,55,2,1
SH23741,82,0,85,0,-10,-29,3,95,92,5
SH23742,53,0,77,0,54,7,25,23,0,1
SH23743,56,0,97,0,46,30,41,50,10,4
SH23744,47,-4,81,0,46,0,35,35,0,1
SH23745,58,-4,86,0,56,0,29,30,0,1
SH23746,56,1,89,0,56,15,33,32,0,1
SH23747,41,0,82,-6,38,-10,41,43,2,1
SH23748,52,0,80,6,52,0,28,28,0,1
SH23749,37,0,106,14,28,0,69,78,8,1
SH23750,45,-3,83,0,44,-11,37,39,2,1
SH23751,39,0,77,3,38,0,39,39,0,1
SH23752,59,-1,108,0,56,-23,49,51,2,1
SH23753,55,0,92,0,-4,7,36,97,60,4
SH23754,46,-1,85,0,46,0,39,39,0,1
SH23755,83,0,87,0,-40,4,4,128,124,5
SH23756,37,0,90,0,30,13,53,59,6,1
SH23757,37,0,106,0,38,25,69,67,0,1
SH23758,37,0,78,2,16,0,41,63,22,1
SH23759,44,-1,76,-3,44,10,32,32,0,1
SH23760,44,0,77,-4,44,2,33,33,0,1
SH23761,41,1,79,0,38,-27,38,41,2,1
SH23762,82,1,86,0,-10,5,3,96,92,5
SH23763,45,0,83,8,44,0,38,39,0,1
SH23764,51,1,78,0,52,38,27,26,0,1
SH23765,37,0,75,0,26,-5,38,49,10,1
SH23766,48,-5,78,0,46,0,30,32,2,1
SH23767,55,0,98,0,44,15,42,54,12,4
SH23768,37,0,77,0,0,-5,40,77,36,1
SH23769,43,0,79,2,44,22,35,35,0,1
SH23770,42,-1,76,0,42,0,35,35,0,1
SH23771,39,4,106,0,38,0,67,67,0,1
SH23772,46,1,87,0,46,5,41,41,0,1
SH23773,55,0,77,0,-20,-11,21,97,76,4
SH23774,37,0,80,0,28,9,43,52,8,1
SH23775,37,0,78,0,-4,-10,42,83,42,1
SH23776,45,0,76,0,46,28,30,29,0,1
SH23777,51,0,85,1,50,0,34,36,2,1
SH23778,44,4,81,0,42,-14,37,39,2,1
SH23779,56,0,77,0,-6,-7,21,85,64,4
SH23780,55,0,96,0,46,-17,41,50,8,4
SH23781,45,1,76,2,44,0,31,32,2,1
SH23782,50,0,90,7,50,0,40,41,0,1
SH23783,56,0,96,0,52,-7,40,44,4,4
SH23784,44,0,77,0,44,7,34,34,0,1
SH23785,44,2,78,0,44,11,34,34,0,1
SH23786,85,0,88,-1,6,-4,3,83,80,5
SH23787,80,-4,84,0,-28,0,4,112,108,5
SH23788,48,-2,81,0,46,-2,33,35,2,1
SH23789,37,0,81,0,28,-21,45,53,8,1
SH23790,44,0,82,-2,44,19,38,38,0,1
SH23791,45,0,80,-3,44,0,35,36,2,1
SH23792,45,-1,81,0,44,-13,35,37,2,1
SH23793,79,0,83,-4,-46,0,4,129,126,5
SH23794,55,0,78,0,44,-22,23,34,12,4
SH23795,45,-3,76,0,46,15,30,29,0,1
SH23796,48,0,85,-1,46,0,37,39,2,1
SH23797,57,-3,106,-2,56,0,49,49,0,1
SH23798,37,0,77,-3,8,0,40,69,28,1
SH23799,56,0,78,0,42,-20,22,37,14,4
SH23800,55,4,81,0,54,0,25,26,2,1
SH23801,53,0,81,0,52,-8,28,30,2,1
SH23802,37,0,77,0,0,-4,40,77,36,1
SH23803,41,-1,77,0,42,6,36,35,0,1
SH23804,45,0,83,0,46,27,37,36,0,1
SH23805,57,1,81,4,56,0,24,24,0,1
SH23806,37,0,79,0,34,-25,43,46,2,1
SH23807,37,4,82,-4,34,0,45,48,4,1
SH23808,55,0,93,0,10,0,37,82,46,4
SH23809,43,0,85,0,42,-20,42,44,2,1
SH23810,56,0,77,0,-2,5,21,79,58,4
SH23811,53,-3,83,0,54,0,30,29,0,1
SH23812,48,3,77,0,46,0,28,30,2,1
SH23813,37,0,82,1,24,-4,45,59,14,1
SH23814,37,0,77,6,26,0,40,51,10,1
SH23815,51,0,84,-3,50,-1,34,35,2,1
SH23816,82,5,86,5,-2,0,3,88,84,5
SH23817,56,-2,92,0,56,4,36,35,0,1
SH23818,44,0,81,0,44,4,38,37,0,1
SH23819,57,0,88,-3,56,0,31,31,0,1
SH23820,44,-4,81,-2,44,1,37,37,0,1
SH23821,49,0,76,-2,46,-20,27,30,2,1
SH23822,41,0,77,0,42,1,36,35,0,1
SH23823,37,1,90,0,24,5,52,66,14,1
SH23824,37,0,77,0,12,4,40,64,24,1
SH23825,37,0,76,0,36,10,40,40,0,1
SH23826,51,0,91,0,50,-12,40,42,2,1
SH23827,37,0,104,-2,28,0,67,76,8,1
SH23828,46,4,86,0,46,0,40,39,0,1
SH23829,37,0,95,0,10,23,58,84,26,1
SH23830,37,0,79,0,30,11,43,48,6,1
SH23831,37,0,104,0,20,-22,67,84,16,1
SH23832,52,0,78,-2,52,-3,26,26,0,1
SH23833,55,0,79,0,10,-8,23,68,46,4
SH23834,55,0,98,0,54,31,42,44,2,1
SH23835,57,1,87,1,56,0,30,30,0,1
SH23836,82,1,86,0,-22,6,4,109,106,5
SH23837,38,0,76,0,36,-27,38,40,2,1
SH23838,53,0,82,0,52,-20,29,30,2,1
SH23839,56,0,95,-7,50,0,40,46,6,4
SH23840,49,1,82,0,50,19,33,33,0,1
SH23841,55,0,82,0,-40,-1,26,123,96,4
SH23842,55,3,77,0,26,0,22,52,30,4
SH23843,43,0,83,1,42,0,39,41,2,1
SH23844,43,0,81,0,44,31,38,37,0,1
SH23845,37,0,93,0,10,24,55,82,28,1
SH23846,46,0,77,-1,46,-12,32,31,0,1
SH23847,46,0,81,0,44,-15,35,37,2,1
SH23848,55,0,92,0,34,6,37,59,22,4
SH23849,45,4,81,0,44,-3,36,37,2,1
SH23850,41,0,79,2,38,0,38,40,2,1
SH23851,44,2,85,0,44,0,41,41,0,1
SH23852,54,0,83,-2,54,0,28,28,0,1
SH23853,45,-2,85,0,44,-9,40,41,2,1
SH23854,37,0,104,-1,18,0,66,86,20,1
SH23855,47,0,84,-4,46,0,38,38,0,1
SH23856,43,-4,77,0,44,19,34,34,0,1
SH23857,37,0,76,0,36,29,40,40,0,1
SH23858,37,0,75,-1,20,-3,38,54,16,1
SH23859,56,0,85,0,54,-5,29,31,2,1
SH23860,41,0,76,-1,42,0,35,35,0,1
SH23861,37,0,103,0,18,-6,66,85,18,1
SH23862,37,0,78,0,0,-4,42,78,36,1
SH23863,40,1,97,0,38,0,57,59,2,1
SH23864,41,0,79,0,38,-5,38,40,2,1
SH23865,56,5,98,0,38,-2,42,59,18,4
SH23866,56,-1,86,0,56,0,30,29,0,1
SH23867,55,0,96,0,52,0,41,44,4,4
SH23868,51,0,88,0,52,16,36,36,0,1
SH23869,41,0,100,0,42,10,59,59,0,1
SH23870,41,-1,81,0,42,12,41,40,0,1
SH23871,55,0,77,0,-20,-14,21,97,76,4
SH23872,37,0,77,0,10,31,40,66,26,1
SH23873,51,0,83,4,50,-3,32,33,2,1
SH23874,55,0,77,-4,10,1,22,67,46,4
SH23875,48,3,87,0,46,0,39,41,2,1
SH23876,55,0,96,0,42,-5,41,55,14,4
SH23877,102,2,103,8,70,-21,1,33,32,5
SH23878,47,2,88,1,46,0,41,41,0,1
SH23879,77,2,82,5,-42,-18,5,126,122,5
SH23880,45,0,82,-4,44,0,37,38,2,1
SH23881,37,0,79,8,-6,0,42,86,44,1
SH23882,37,-1,77,0,-2,-15,40,79,40,1
SH23883,56,1,77,0,10,5,22,67,46,4
SH23884,37,0,81,5,36,0,43,44,2,1
SH23885,55,0,77,-1,28,-14,21,48,28,4
SH23886,101,0,102,0,72,17,1,29,28,5
SH23887,45,0,80,-4,44,0,35,36,0,1
SH23888,56,5,96,0,42,26,40,55,14,4
SH23889,51,0,109,0,50,-1,59,60,2,1
SH23890,55,0,79,0,54,-5,23,24,2,1
SH23891,37,0,109,5,34,0,72,75,4,1
SH23892,55,1,91,0,56,31,35,34,0,1
SH23893,56,3,86,0,56,14,31,30,0,1
SH23894,41,0,76,0,38,-20,35,37,2,1
SH23895,37,0,100,0,36,0,63,64,2,1
SH23896,55,-1,98,4,50,6,42,49,6,4
SH23897,38,0,92,2,16,12,54,77,22,1
SH23898,55,0,98,0,46,-9,42,51,8,4
SH23899,45,-1,82,0,46,19,37,35,0,1
SH23900,56,0,97,6,38,0,41,58,18,4
SH23901,55,0,92,0,26,-25,36,66,30,4
SH23902,56,0,78,0,42,-19,22,37,14,4
SH23903,47,0,82,-2,46,-4,34,35,0,1
SH23904,37,0,106,0,24,4,69,82,14,1
SH23905,37,0,79,0,26,23,42,53,10,1
SH23906,51,0,87,0,50,-19,36,38,2,1
SH23907,43,-1,89,0,44,24,46,45,0,1
SH23908,53,0,86,0,54,28,33,32,0,1
SH23909,47,1,86,0,46,0,39,39,0,1
SH23910,53,0,85,0,54,12,32,31,0,1
SH23911,37,0,77,0,28,6,40,48,8,1
SH23912,37,-1,79,-6,20,-13,43,59,16,1
SH23913,44,1,80,0,42,-17,36,39,2,1
SH23914,56,-3,78,11,-4,0,22,83,62,4
SH23915,46,1,86,0,46,12,40,39,0,1
SH23916,37,0,104,0,26,-26,67,78,12,1
SH23917,37,0,86,0,36,-11,49,50,2,1
SH23918,83,0,86,0,-4,22,3,92,88,5
SH23919,81,2,84,0,-14,-13,3,100,96,5
SH23920,58,-4,108,0,56,-4,49,51,2,1
SH23921,55,-5,77,0,0,0,22,77,56,4
SH23922,45,0,86,-1,46,30,40,39,0,1
SH23923,37,0,109,1,26,0,71,83,12,1
SH23924,42,3,79,2,42,0,36,37,2,1
SH23925,55,0,77,0,20,-17,22,57,34,4
SH23926,56,-1,86,0,56,13,30,29,0,1
SH23927,45,3,76,1,44,-4,31,32,2,1
SH23928,59,0,86,0,56,-24,28,30,2,1
SH23929,45,-3,89,3,44,0,44,45,0,1
SH23930,37,0,76,0,24,28,39,53,14,1
SH23931,44,0,86,8,42,-29,43,45,2,1
SH23932,55,0,97,3,52,0,41,45,4,4
SH23933,37,0,97,0,20,-4,60,77,16,1
SH23934,44,4,86,-3,44,20,42,42,0,1
SH23935,37,0,81,2,36,-18,44,45,2,1
SH23936,37,0,94,0,8,-25,57,86,30,1
SH23937,42,3,83,0,42,0,42,42,0,1
SH23938,37,2,82,-3,36,0,45,46,0,1
SH23939,38,-1,77,7,38,0,39,38,0,1
SH23940,38,0,77,0,38,4,39,38,0,1
SH23941,37,1,80,0,20,1,43,59,16,1
SH23942,41,0,86,0,38,-16,45,47,2,1
SH23943,45,0,86,0,46,9,40,39,0,1
SH23944,54,2,89,0,54,0,35,35,0,1
SH23945,56,0,77,0,-12,18,21,90,68,4
SH23946,41,0,79,7,42,7,38,38,0,1
SH23947,43,-2,81,0,42,0,38,40,2,1
SH23948,37,0,83,2,24,0,46,59,14,1
SH23949,45,-3,84,0,44,0,39,40,0,1
SH23950,55,3,86,0,54,0,32,32,0,1
SH23951,37,0,106,0,30,1,69,75,6,1
SH23952,56,0,81,0,54,-18,25,27,2,1
SH23953,50,1,78,0,50,0,29,29,0,1
SH23954,43,3,93,0,42,0,51,52,2,1
SH23955,37,0,105,0,34,26,68,71,4,1
SH23956,45,0,76,0,44,-1,31,32,2,1
SH23957,45,-1,81,0,46,4,36,35,0,1
SH23958,37,0,76,-5,36,9,40,40,0,1
SH23959,44,0,79,-1,44,0,35,35,0,1
SH23960,56,0,79,0,10,-18,23,68,46,4
SH23961,37,0,96,0,34,7,59,62,4,1
SH23962,39,-1,81,-2,38,0,41,42,0,1
SH23963,55,0,98,0,52,6,42,46,4,4
SH23964,41,0,79,0,38,-15,39,41,2,1
SH23965,37,0,75,0,18,-16,38,57,18,1
SH23966,55,0,77,0,-20,13,21,97,76,4
SH23967,43,0,86,0,42,-11,42,44,2,1
SH23968,37,0,79,0,8,-23,43,72,28,1
SH23969,56,0,97,0,44,-25,41,53,12,4
SH23970,52,-1,88,3,52,0,36,37,0,1
SH23971,56,0,97,0,46,28,41,51,10,4
SH23972,55,4,83,0,54,0,28,29,2,1
SH23973,55,0,77,6,-10,0,22,88,66,4
SH23974,51,0,87,0,52,4,36,35,0,1
SH23975,44,5,79,0,44,23,35,35,0,1
SH23976,37,0,104,0,18,14,66,86,20,1
SH23977,43,3,78,4,42,0,35,37,2,1
SH23978,42,1,77,4,42,0,35,36,2,1
SH23979,43,2,80,0,42,0,37,39,2,1
SH23980,37,0,77,0,18,-18,41,59,18,1
SH23981,46,5,85,0,46,0,39,39,0,1
SH23982,46,5,86,-1,46,9,41,40,0,1
SH23983,41,0,108,5,38,-8,67,69,2,1
SH23984,37,0,77,0,36,23,40,41,0,1
SH23985,43,2,81,0,42,0,38,40,2,1
SH23986,43,0,87,8,42,0,44,46,2,1
SH23987,55,-1,98,0,52,16,42,46,4,4
SH23988,56,0,97,0,54,8,40,42,2,1
SH23989,45,0,87,-2,44,-4,42,43,2,1
SH23990,49,-2,82,0,50,12,33,33,0,1
SH23991,55,0,76,0,-14,2,21,92,70,4
SH23992,38,3,90,0,6,-15,52,84,32,1
SH23993,43,-4,86,0,44,22,42,42,0,1
SH23994,43,1,76,0,42,0,33,35,2,1
SH23995,52,0,87,0,50,-29,35,38,2,1
SH23996,37,0,76,0,36,20,38,39,2,1
SH23997,55,0,81,0,54,-9,25,26,2,1
SH23998,55,0,77,0,18,-17,22,59,38,4
SH23999,41,0,79,2,42,8,38,38,0,1
SH24000,37,0,83,0,8,-15,46,75,28,1
SH24001,42,0,79,-2,42,-4,37,38,2,1
SH24002,37,0,76,8,28,-10,40,48,8,1
SH24003,42,5,76,0,42,0,35,35,0,1
SH24004,37,0,79,0,2,-19,42,76,34,1
SH24005,44,-1,79,0,44,2,35,35,0,1
SH24006,56,3,92,0,56,13,36,35,0,1
SH24007,55,0,93,0,38,-9,37,54,16,4
SH24008,41,0,86,-1,38,-15,45,47,2,1
SH24009,56,0,96,2,42,-16,40,55,14,4
SH24010,38,4,106,0,38,1,68,67,0,1
SH24011,37,-1,81,0,36,-13,43,44,2,1
SH24012,53,0,86,0,52,-22,33,34,2,1
SH24013,78,0,82,-3,-46,0,4,128,124,5
SH24014,49,1,88,0,46,-2,39,41,2,1
SH24015,49,3,85,0,50,31,36,36,0,1
SH24016,80,1,84,4,-40,6,5,126,122,5
SH24017,49,3,78,0,50,1,29,29,0,1
SH24018,79,-5,83,0,-46,0,5,130,126,5
SH24019,37,0,78,0,8,-1,42,70,28,1
SH24020,53,4,86,0,54,16,33,32,0,1
SH24021,44,0,85,0,44,8,41,41,0,1
SH24022,46,0,86,2,44,-30,41,42,2,1
SH24023,55,0,93,0,2,-15,38,91,52,4
SH24024,43,0,86,0,42,-13,42,44,2,1
SH24025,37,0,79,0,30,4,42,48,6,1
SH24026,43,0,77,5,42,0,34,35,2,1
SH24027,58,0,106,-6,56,0,49,49,0,1
SH24028,44,-2,82,0,44,11,38,38,0,1
SH24029,56,0,78,0,10,-13,22,68,46,4
